10.571,5.2078,86.044,51.338
15.834,0.12454,-3.5013,-0.32562,-2.6977,5.0577,-3.4981,-0.32533,-2.6953,5.0531,-3.5016,-0.32565,-2.698,5.0582,-3.4993,-0.32544,-2.6962,5.0549,-3.5001,-0.32551,-2.6968,5.0559,-3.4998,-0.32549,-2.6966,5.0556,-3.5018,-0.32567,-2.6981,5.0584,-2.8392,-0.0075544,-2.2656,3.9524,-2.242,0.29861,-1.8816,2.9441,-2.2416,0.29864,-1.8813,2.9435,-2.2418,0.29867,-1.8815,2.9438,-2.2402,0.29845,-1.8802,2.9417,-2.2413,0.2986,-1.8811,2.9431,-2.2415,0.29863,-1.8813,2.9435,-2.2416,0.29864,-1.8813,2.9435,-2.2411,0.29858,-1.881,2.9429,-2.2409,0.29854,-1.8807,2.9426,-2.2408,0.29854,-1.8807,2.9425,-2.2399,0.29841,-1.8799,2.9413,-2.2399,0.29841,-1.8799,2.9413,13.12,1.5441,11.372,-18.727,13.107,1.5425,11.361,-18.707,13.1,1.5416,11.354,-18.697,13.109,1.5427,11.363,-18.71,13.114,1.5433,11.367,-18.717,13.101,1.5417,11.356,-18.699,13.109,1.5427,11.363,-18.71,13.113,1.5432,11.366,-18.716,13.112,1.5431,11.365,-18.715,13.107,1.5424,11.361,-18.707,13.091,1.5406,11.347,-18.684,13.103,1.542,11.357,-18.701,13.101,1.5418,11.356,-18.699,3.9322,0.52202,3.0638,-5.0663,3.9358,0.52252,3.0666,-5.0709,3.931,0.52187,3.0628,-5.0646,3.9348,0.52238,3.0658,-5.0696,3.9304,0.52179,3.0623,-5.0638,3.9307,0.52184,3.0626,-5.0643,3.933,0.52213,3.0643,-5.0672,3.9281,0.52149,3.0606,-5.0609,3.9339,0.52226,3.0651,-5.0683,3.9357,0.5225,3.0665,-5.0707,3.9394,0.52299,3.0694,-5.0755,3.9347,0.52236,3.0657,-5.0694,3.934,0.52227,3.0651,-5.0685,-11.52,-2.0388,-10.023,16.084,-11.519,-2.0386,-10.023,16.082,-11.528,-2.0403,-10.031,16.095,-11.532,-2.0409,-10.034,16.1,-11.52,-2.0389,-10.024,16.085,-11.516,-2.0382,-10.02,16.079,-11.514,-2.0378,-10.019,16.076,-11.512,-2.0374,-10.016,16.073,-11.515,-2.038,-10.02,16.077,-11.518,-2.0384,-10.022,16.081,-11.516,-2.0381,-10.02,16.078,-11.52,-2.0389,-10.024,16.084,-11.548,-2.0438,-10.048,16.123,-3.5021,-0.3257,-2.6984,5.0589,-3.501,-0.32559,-2.6975,5.0572,-3.5029,-0.32577,-2.699,5.06,-3.501,-0.3256,-2.6975,5.0573,-3.5011,-0.3256,-2.6976,5.0574
5.4239,11.816,28.785,10.022
17.711,98.842,41.452,17.812
66.281,53.998,46.484,35.963
33.083,70.692,76.396,5.6705
89.849,99.949,81.82,52.189
240.52,0.68509,4.3055,6.4543,5.4785,0.43093,4.3057,6.4547,5.4788,0.43095,4.3046,6.453,5.4773,0.43084,4.3071,6.4567,5.4805,0.43109,4.3061,6.4552,5.4793,0.43099,4.3053,6.454,5.4782,0.4309,4.3058,6.4547,5.4788,0.43096,4.3057,6.4547,5.4788,0.43095,4.3052,6.4538,5.4781,0.43089,4.3054,6.4541,5.4783,0.43092,4.3054,6.4541,5.4783,0.43091,4.3097,6.4607,5.4839,0.43134,-1.9626,-4.8151,-3.3701,-1.4809,-1.963,-4.8161,-3.3709,-1.4812,-1.9631,-4.8165,-3.3711,-1.4813,-1.9635,-4.8172,-3.3716,-1.4816,-1.9635,-4.8174,-3.3717,-1.4816,-1.9633,-4.817,-3.3714,-1.4815,-1.9635,-4.8173,-3.3717,-1.4816,-1.9638,-4.8182,-3.3723,-1.4819,-1.9632,-4.8166,-3.3712,-1.4814,-1.9632,-4.8165,-3.3711,-1.4814,-1.9632,-4.8166,-3.3712,-1.4814,-1.9633,-4.8168,-3.3713,-1.4814,-1.9629,-4.8158,-3.3706,-1.4811,-3.1725,-6.3637,-3.2372,-0.57434,-3.1717,-6.3621,-3.2364,-0.5742,-3.1721,-6.3628,-3.2368,-0.57426,-3.1708,-6.3603,-3.2355,-0.57403,-3.1715,-6.3617,-3.2362,-0.57416,-3.1715,-6.3616,-3.2361,-0.57415,-3.1715,-6.3616,-3.2362,-0.57415,-3.1721,-6.3629,-3.2368,-0.57426,-3.1712,-6.3612,-3.2359,-0.57411,-3.1718,-6.3622,-3.2364,-0.5742,-3.1719,-6.3625,-3.2366,-0.57423,-3.1687,-6.3572,-3.2341,-0.57322,-0.5731,-2.8745,-1.8061,0.5975,1.6661,0.09417,-0.5996,1.622,1.6664,0.094021,-0.59983,1.6224,1.6664,0.093931,-0.59989,1.6224,1.6665,0.094217,-0.59976,1.6225,1.667,0.094246,-0.59991,1.6229,1.6667,0.094231,-0.59981,1.6226,1.6662,0.0942,-0.59962,1.6221,1.6667,0.094223,-0.59981,1.6226,1.6667,0.094231,-0.59979,1.6226,1.6671,0.094253,-0.59994,1.623,1.667,0.094253,-0.5999,1.6229,1.6667,0.094238,-0.59981,1.6226,-0.90893,4.3689,1.5721,0.037364,-0.90978,4.3694,1.5725,0.036653,-0.90989,4.3699,1.5727,0.036658,-0.90986,4.3698,1.5727,0.036655,-0.90995,4.3702,1.5728,0.03666,-0.9096,4.3685,1.5722,0.036646,-0.90987,4.3699,1.5727,0.036657,-0.90965,4.3688,1.5723,0.036647,-0.90975,4.3692,1.5725,0.036651,-0.9098,4.3695,1.5726,0.036653,-0.90973,4.3692,1.5725,0.03665,-0.90944,4.3678,1.5719,0.036638,-0.90708,4.3564,1.5679,0.036543,4.3051,6.4539,5.4781,0.43089
89.494,1.3283,45.606,6.2045
7.1453,89.719,10.167,29.824
24.249,19.666,99.539,4.6351
5.3754,9.3371,33.209,50.543
44.172,30.737,29.735,76.143
743.32,0.75454,1.0417,1.2167,-0.31154,1.8512,1.0417,1.2167,-0.31154,1.8512,1.0418,1.2167,-0.31134,1.8509,1.0417,1.2166,-0.31153,1.8511,1.0419,1.2169,-0.31095,1.8503,1.2724,1.4836,0.61409,0.4549,1.5245,1.7755,1.5473,-0.9287,1.5246,1.7756,1.5472,-0.92852,1.5245,1.7756,1.5473,-0.92875,1.5246,1.7756,1.5474,-0.92878,1.5245,1.7755,1.5473,-0.92873,1.5246,1.7756,1.5474,-0.92876,1.5245,1.7755,1.5473,-0.92872,1.5245,1.7755,1.5473,-0.92872,1.5245,1.7755,1.5473,-0.92872,1.5245,1.7755,1.5473,-0.92874,1.5245,1.7755,1.5473,-0.92873,1.5247,1.7757,1.5475,-0.92882,2.2368,0.93267,-2.7211,-3.1827,2.2367,0.93261,-2.7209,-3.1825,2.2368,0.93263,-2.721,-3.1826,2.2369,0.93268,-2.7212,-3.1828,2.2369,0.9327,-2.7212,-3.1828,2.237,0.93274,-2.7213,-3.183,2.237,0.93273,-2.7213,-3.1829,2.2369,0.93268,-2.7212,-3.1828,2.2369,0.93267,-2.7211,-3.1827,2.2367,0.93262,-2.721,-3.1825,2.2368,0.93263,-2.721,-3.1826,2.237,0.93274,-2.7213,-3.183,2.2365,0.93264,-2.7211,-3.1826,-2.8825,-0.10669,-0.28666,0.8601,-2.8825,-0.10669,-0.28667,0.86012,-2.8828,-0.1067,-0.2867,0.8602,-2.8826,-0.10669,-0.28667,0.86013,-2.8826,-0.10669,-0.28668,0.86014,-2.8825,-0.10669,-0.28666,0.8601,-2.8827,-0.1067,-0.28668,0.86016,-2.883,-0.10675,-0.28669,0.86025,-2.8827,-0.1067,-0.28669,0.86018,-2.883,-0.10671,-0.28671,0.86025,-2.8826,-0.10682,-0.28661,0.86018,-2.8825,-0.10737,-0.28628,0.86026,-2.8824,-0.10734,-0.28629,0.86023,-1.8214,-3.7009,1.819,1.436,-1.8209,-3.7022,1.8198,1.4362,-1.8208,-3.7019,1.8196,1.436,-1.821,-3.7021,1.8197,1.4362,-1.821,-3.7024,1.8199,1.4362,-1.8209,-3.7021,1.8197,1.4361,-1.821,-3.7023,1.8198,1.4362,-1.8209,-3.7021,1.8197,1.4361,-1.8209,-3.7022,1.8198,1.4362,-1.821,-3.7024,1.8199,1.4362,-1.821,-3.7025,1.8199,1.4363,-1.8209,-3.7023,1.8198,1.4362,-1.8206,-3.7016,1.8195,1.4361,1.0417,1.2167,-0.31155,1.8512,1.0417,1.2167,-0.31154,1.8511,1.0417,1.2167,-0.31155,1.8512,1.0417,1.2167,-0.31155,1.8512,1.0417,1.2167,-0.31154,1.8512,1.0417,1.2167,-0.31154,1.8511,1.0418,1.2168,-0.31157,1.8513
72.971,55.667,60.787,48.523
70.725,39.652,74.125,89.048
78.138,6.1591,10.481,79.896
28.798,78.018,12.789,73.434
69.253,33.758,54.954,5.1332
277.26,0.54595,-1.0663,1.4459,-3.1523,-2.3287,-2.4375,-1.0302,-3.1572,-2.1534,-2.4407,-1.0315,-3.1612,-2.1562,-2.4382,-1.0305,-3.158,-2.154,-2.4393,-1.031,-3.1595,-2.155,-2.4392,-1.0309,-3.1594,-2.155,-2.4391,-1.0309,-3.1593,-2.1549,-2.4398,-1.0312,-3.1602,-2.1555,-2.439,-1.0308,-3.1591,-2.1547,-2.4395,-1.031,-3.1597,-2.1552,-2.4394,-1.031,-3.1597,-2.1551,-2.4394,-1.031,-3.1596,-2.1551,-2.4394,-1.031,-3.1597,-2.1551,-2.4392,-1.0309,-3.1593,-2.1549,1.6805,0.066573,6.7986,4.7161,1.6809,0.066589,6.8002,4.7172,1.6806,0.066577,6.7989,4.7163,1.6805,0.066575,6.7988,4.7162,1.6812,0.0666,6.8013,4.718,1.68,0.066556,6.7968,4.7148,1.6811,0.066599,6.8013,4.7179,1.6807,0.066582,6.7994,4.7167,1.6801,0.066557,6.7969,4.7149,1.6801,0.066557,6.7969,4.7149,1.6802,0.066561,6.7973,4.7152,1.6815,0.066614,6.8027,4.719,1.681,0.066595,6.8008,4.7176,1.4399,-0.34116,1.4818,-0.54378,1.4395,-0.34105,1.4814,-0.54362,1.4395,-0.34108,1.4815,-0.54365,1.4395,-0.34106,1.4814,-0.54363,1.4396,-0.34109,1.4815,-0.54367,1.4403,-0.34125,1.4822,-0.54392,1.4398,-0.34115,1.4818,-0.54376,1.4397,-0.34112,1.4817,-0.54373,1.4392,-0.34099,1.4811,-0.54351,1.4397,-0.34111,1.4816,-0.5437,1.4393,-0.34103,1.4812,-0.54357,1.441,-0.34142,1.483,-0.5442,1.23,-0.29454,0.79006,-0.38994,0.39035,-0.10888,-2.1066,0.24578,0.39065,-0.10896,-2.1083,0.24596,0.39073,-0.10898,-2.1087,0.24602,0.39069,-0.10897,-2.1085,0.24599,0.39061,-0.10895,-2.108,0.24594,0.39063,-0.10896,-2.1082,0.24596,0.39069,-0.10897,-2.1085,0.24599,0.39066,-0.10896,-2.1083,0.24597,0.39062,-0.10895,-2.1081,0.24595,0.39064,-0.10896,-2.1082,0.24596,0.3907,-0.10897,-2.1086,0.246,0.39068,-0.10897,-2.1084,0.24598,-0.53023,0.87016,-2.7396,-1.3761,-1.0666,1.4463,-3.1531,-2.3293,-1.0667,1.4465,-3.1536,-2.3297,-1.067,1.4469,-3.1545,-2.3303,-1.0671,1.447,-3.1546,-2.3304,-1.0673,1.4473,-3.1553,-2.331,-1.0669,1.4467,-3.154,-2.33,-1.067,1.4469,-3.1543,-2.3302,-1.0664,1.4461,-3.1527,-2.329,-1.0668,1.4467,-3.154,-2.3299,-1.0679,1.4481,-3.1571,-2.3323,-1.067,1.447,-3.1545,-2.3304
73.496,36.92,20.603,55.178
97.06,68.503,8.6667,22.895
86.693,59.794,77.193,64.194
8.6235,78.936,20.567,48.448
36.644,36.765,38.827,15.185
541.9,0.77494,0.85315,1.7304,1.4478,1.9575,0.85325,1.7306,1.4479,1.9577,0.85319,1.7305,1.4478,1.9575,0.85326,1.7306,1.448,1.9577,-1.2979,2.7097,-0.80622,-1.6777,-1.2978,2.7096,-0.80619,-1.6776,-1.2978,2.7095,-0.80615,-1.6776,-1.2978,2.7096,-0.8062,-1.6777,-1.2978,2.7095,-0.80617,-1.6776,-1.2977,2.7093,-0.80609,-1.6774,-1.2978,2.7095,-0.80615,-1.6776,-1.2978,2.7095,-0.80616,-1.6776,-1.2979,2.7098,-0.80625,-1.6778,-1.2976,2.7091,-0.80604,-1.6773,-1.2979,2.7097,-0.8062,-1.6777,-1.2986,2.7113,-0.8067,-1.6787,-1.2978,2.7095,-0.80615,-1.6776,2.2993,-3.1611,0.20869,-3.3503,2.2992,-3.161,0.20868,-3.3502,2.2989,-3.1606,0.20866,-3.3498,2.2992,-3.161,0.20869,-3.3502,2.2993,-3.1611,0.20869,-3.3503,2.2988,-3.1604,0.20864,-3.3496,2.2993,-3.1611,0.20869,-3.3503,2.2992,-3.161,0.20869,-3.3502,2.2991,-3.1609,0.20868,-3.3501,2.2992,-3.1609,0.20868,-3.3501,2.2993,-3.1611,0.20869,-3.3503,2.2992,-3.1609,0.20868,-3.3501,0.58656,-1.0141,-1.3982,1.8579,0.58653,-1.014,-1.3983,1.8581,0.58661,-1.0142,-1.3985,1.8584,0.58652,-1.014,-1.3983,1.8581,0.58657,-1.0141,-1.3984,1.8582,0.58662,-1.0142,-1.3985,1.8584,0.58656,-1.0141,-1.3984,1.8582,0.58658,-1.0141,-1.3984,1.8583,0.58656,-1.0141,-1.3984,1.8582,0.58664,-1.0142,-1.3986,1.8585,0.58652,-1.014,-1.3983,1.8581,0.58655,-1.0141,-1.3984,1.8582,0.58657,-1.0141,-1.3984,1.8583,-2.2644,-0.50829,0.56417,0.95439,-2.2643,-0.50828,0.56416,0.95437,-2.2642,-0.50824,0.56412,0.9543,-2.2644,-0.5083,0.56418,0.9544,-2.2642,-0.50826,0.56414,0.95433,-2.2642,-0.50824,0.56412,0.9543,-2.2643,-0.50827,0.56415,0.95434,-2.2639,-0.50819,0.56406,0.9542,-2.2642,-0.50826,0.56414,0.95433,-2.2642,-0.50825,0.56413,0.95431,-2.2643,-0.50828,0.56417,0.95438,-2.2642,-0.50825,0.56413,0.95431,-2.2641,-0.50822,0.5641,0.95427,0.8532,1.7305,1.4479,1.9576,0.85324,1.7306,1.4479,1.9576,0.85315,1.7304,1.4478,1.9575,0.8532,1.7305,1.4479,1.9576,0.85318,1.7305,1.4478,1.9575,0.85319,1.7305,1.4478,1.9575,0.85318,1.7305,1.4478,1.9575,0.85322,1.7305,1.4479,1.9576,0.8531,1.7303,1.4477,1.9573
43.264,26.618,27.294,60.986
65.55,79.783,3.7235,5.9403
10.976,48.76,67.329,31.581
93.376,76.896,42.956,77.272
18.746,39.601,45.174,69.643
400.39,0.79817,-0.47368,1.5775,2.8257,-5.3036,-0.47614,1.5853,2.8399,-5.3299,-0.47576,1.5844,2.8382,-5.3269,-0.47898,1.5951,2.8573,-5.3628,-0.48071,1.6009,2.8677,-5.3823,-0.47732,1.5896,2.8475,-5.3444,-0.47545,1.5833,2.8363,-5.3233,-0.47755,1.5904,2.8488,-5.3469,-0.47515,1.5824,2.8345,-5.32,-0.47621,1.586,2.8409,-5.3321,3.2522,-3.7087,-4.4782,4.2751,3.2481,-3.704,-4.4725,4.2698,3.2564,-3.7135,-4.484,4.2807,3.2416,-3.6965,-4.4635,4.2611,3.2599,-3.7174,-4.4887,4.2852,3.2568,-3.7139,-4.4845,4.2811,3.2444,-3.6998,-4.4674,4.2648,3.2507,-3.707,-4.4761,4.2732,3.258,-3.7154,-4.4861,4.2828,3.2282,-3.6813,-4.4451,4.2436,3.2492,-3.7053,-4.4741,4.2713,3.2453,-3.701,-4.4687,4.2663,3.299,-3.7622,-4.5426,4.3369,-1.3789,-0.63341,1.5548,0.61537,-1.3832,-0.63525,1.5598,0.61714,-1.381,-0.63426,1.5573,0.61618,-1.3779,-0.63312,1.5538,0.6151,-1.3738,-0.63094,1.5491,0.61296,-1.3745,-0.63141,1.55,0.61343,-1.3801,-0.63386,1.5562,0.61581,-1.3807,-0.63414,1.557,0.61609,-1.3763,-0.6321,1.5521,0.61413,1.8671,0.5665,-0.75697,1.5199,1.8771,0.56957,-0.76105,1.5278,1.8733,0.56835,-0.75952,1.5247,1.8746,0.56878,-0.76008,1.5258,1.8705,0.56761,-0.75837,1.5225,1.8757,0.56919,-0.76048,1.5267,1.8731,0.56841,-0.75943,1.5246,1.872,0.56803,-0.75897,1.5236,1.8791,0.5702,-0.76183,1.5294,1.8751,0.56899,-0.7602,1.5261,1.8713,0.56789,-0.7587,1.5231,1.8747,0.5689,-0.76008,1.5259,1.7355,0.60949,-0.71347,1.4492,-3.3968,2.3032,0.98092,-1.2898,-3.3975,2.3036,0.9811,-1.29,-3.3914,2.2995,0.97936,-1.2878,-3.4108,2.3126,0.98495,-1.2951,-3.3841,2.2945,0.97725,-1.285,-3.4012,2.3061,0.98219,-1.2915,-3.4137,2.3146,0.98581,-1.2962,-3.4062,2.3095,0.98364,-1.2934,-3.4027,2.3071,0.98263,-1.2921,-3.4051,2.3087,0.98333,-1.2929,-3.3873,2.2967,0.97818,-1.2862,-3.4004,2.3055,0.982,-1.2912,-2.5415,1.0945,1.1977,-0.50853,-1.3805,-0.63374,1.5568,0.61541,-1.3947,-0.64028,1.573,0.62156,-1.3964,-0.64127,1.5747,0.62298,-0.47147,1.5699,2.8123,-5.2783,-0.87662,0.61852,2.2921,-2.7461,-0.47704,1.5887,2.8458,-5.3412
31.748,70.322,91.38,62.25
31.643,55.574,70.672,98.793
21.756,18.443,55.779,17.043
25.104,21.203,31.343,25.779
89.292,7.7347,16.62,39.68
375.72,0.89996,6.0616,1.1758,-2.2304,5.6138,-4.8736,-0.28436,-0.23147,-6.1368,-4.8763,-0.28455,-0.23154,-6.1401,-4.8748,-0.28447,-0.23146,-6.1382,-4.8748,-0.28447,-0.23146,-6.1383,-4.876,-0.28454,-0.23152,-6.1397,-4.875,-0.28448,-0.23147,-6.1385,-4.8759,-0.28453,-0.23152,-6.1397,-4.8759,-0.28453,-0.23152,-6.1396,-4.8754,-0.2845,-0.23149,-6.1389,-4.877,-0.28459,-0.23157,-6.141,-4.8745,-0.28445,-0.23145,-6.1378,-4.876,-0.28454,-0.23152,-6.1398,-4.8777,-0.28464,-0.23157,-6.142,-0.34499,-0.10529,1.6447,-0.72231,-0.22312,-0.22364,1.5832,-0.6529,-0.19996,-0.042983,1.7728,-0.51611,-0.53728,-2.6654,-0.96886,-2.5047,-0.53947,-2.6818,-0.98522,-2.5173,-0.53737,-2.666,-0.96942,-2.5052,-0.53889,-2.678,-0.98218,-2.5142,-0.5383,-2.6735,-0.97757,-2.5108,-0.53929,-2.6808,-0.98487,-2.5164,-0.53915,-2.6799,-0.98409,-2.5157,-0.53935,-2.6812,-0.98496,-2.5167,-0.5392,-2.6801,-0.98413,-2.5159,-0.53913,-2.6797,-0.98386,-2.5156,-0.53912,-2.6799,-0.98442,-2.5156,-0.5394,-2.6813,-0.98489,-2.5168,-0.5391,-2.6798,-0.98439,-2.5155,-0.49754,-2.374,-0.83888,-2.0917,0.084812,2.1779,1.3879,4.4595,0.084803,2.1777,1.3878,4.4591,0.084792,2.1775,1.3878,4.4588,0.084812,2.1779,1.3879,4.4596,0.084811,2.1779,1.3879,4.4595,0.084814,2.1779,1.388,4.4597,0.084775,2.1772,1.3876,4.4581,0.084774,2.1773,1.3876,4.4582,0.084812,2.1779,1.3879,4.4595,0.084818,2.178,1.388,4.4598,0.07855,2.1334,1.4039,4.3549,0.025077,1.7591,1.5455,3.4715,-0.11173,0.79774,1.9042,1.2045,-0.2155,0.075107,2.183,-0.50232,-0.2155,0.07486,2.1827,-0.5028,-0.21545,0.074703,2.1821,-0.50296,-0.21554,0.074689,2.1829,-0.50325,-0.21554,0.074694,2.183,-0.50325,-0.2155,0.074677,2.1826,-0.50317,-0.21546,0.074668,2.1823,-0.50309,-0.21551,0.074679,2.1827,-0.50319,-0.21552,0.074748,2.183,-0.50314,6.0624,1.1759,-2.2307,5.6145,6.0634,1.1761,-2.231,5.6154,6.0625,1.1759,-2.2307,5.6146,6.0643,1.1763,-2.2313,5.6163,6.0632,1.1761,-2.231,5.6152,6.0624,1.1759,-2.2307,5.6145,6.0633,1.1761,-2.231,5.6153,6.0615,1.1757,-2.2304,5.6137,6.0617,1.1758,-2.2304,5.6139,6.0634,1.1761,-2.2311,5.6155,6.0636,1.1761,-2.2311,5.6156
59.749,35.961,12.487,95.694
33.531,55.832,2.4434,93.573
29.923,74.255,29.019,45.789
45.259,42.433,31.752,24.048
42.265,42.936,65.369,76.39
155.8,0.54657,0.16113,-0.38076,5.2222,2.243,0.16113,-0.38076,5.2223,2.243,0.16114,-0.38077,5.2224,2.2431,0.16113,-0.38076,5.2223,2.243,0.16113,-0.38076,5.2223,2.243,0.67569,1.2956,-1.6936,-2.7175,0.6761,1.2969,-1.6986,-2.7212,0.67609,1.2968,-1.6983,-2.721,0.6761,1.2969,-1.6986,-2.7212,0.6761,1.2969,-1.6986,-2.7213,0.67609,1.2968,-1.6986,-2.7212,0.67612,1.2969,-1.6987,-2.7213,0.67612,1.2969,-1.6987,-2.7213,0.67612,1.2969,-1.6987,-2.7213,0.67609,1.2969,-1.6986,-2.7212,0.6761,1.2969,-1.6986,-2.7213,0.6761,1.2969,-1.6986,-2.7213,0.67612,1.2969,-1.6987,-2.7213,1.135,-0.46522,-5.0911,-2.8691,1.1351,-0.46526,-5.0915,-2.8693,1.1351,-0.46526,-5.0915,-2.8693,1.1351,-0.46527,-5.0916,-2.8694,1.1351,-0.46525,-5.0913,-2.8692,1.1351,-0.46526,-5.0915,-2.8693,1.1351,-0.46526,-5.0915,-2.8693,1.1351,-0.46525,-5.0913,-2.8692,1.135,-0.46523,-5.0911,-2.8691,1.1351,-0.46526,-5.0915,-2.8693,1.1351,-0.46526,-5.0915,-2.8693,1.1351,-0.46524,-5.0913,-2.8692,1.1351,-0.46526,-5.0915,-2.8693,-1.5416,-0.60202,-1.3402,-0.92483,-1.5416,-0.602,-1.3402,-0.9248,-1.5415,-0.60199,-1.3402,-0.92479,-1.5417,-0.60204,-1.3403,-0.92487,-1.5416,-0.60201,-1.3402,-0.92481,-1.5416,-0.60203,-1.3402,-0.92484,-1.5416,-0.602,-1.3402,-0.9248,-1.5416,-0.60202,-1.3402,-0.92483,-1.5416,-0.60202,-1.3402,-0.92483,-1.5416,-0.602,-1.3402,-0.9248,-1.5416,-0.60202,-1.3402,-0.92483,-1.5416,-0.60203,-1.3402,-0.92484,-1.5416,-0.60203,-1.3402,-0.92483,-0.43442,0.1356,3.2627,4.5099,-0.43445,0.13561,3.2629,4.5102,-0.43443,0.1356,3.2627,4.5099,-0.43438,0.13559,3.2624,4.5095,-0.43442,0.1356,3.2627,4.5099,-0.43443,0.1356,3.2628,4.51,-0.4344,0.13559,3.2626,4.5097,-0.43442,0.1356,3.2627,4.5099,-0.43442,0.1356,3.2627,4.5099,-0.43444,0.13561,3.2629,4.5101,-0.22901,-0.040004,3.8901,3.6985,-0.43249,0.13488,3.2504,4.4912,-0.43234,0.13475,3.2509,4.4906,0.16114,-0.38078,5.2225,2.2431,0.16115,-0.38079,5.2227,2.2432,0.16115,-0.38079,5.2228,2.2432,0.16114,-0.38077,5.2225,2.2431,0.16114,-0.38077,5.2224,2.243,0.16113,-0.38076,5.2223,2.243,0.16114,-0.38077,5.2225,2.2431
95.346,74.862,39.888,92.368
54.088,12.019,41.509,65.37
67.973,52.505,18.074,93.261
3.6563,32.583,25.539,16.351
80.92,54.645,2.0536,92.11
